COOPID, YEAR, MONTH, DAY, precipitation
88788,2018,9,25,0.00001
88788,2018,9,26,0.06000
88788,2018,9,27,0.00001
88788,2018,9,28,0.04000
88788,2018,9,29,0.00000
88788,2018,9,30,0.00000
88788,2018,10,1,0.00000
88788,2018,10,2,0.44000
88788,2018,10,3,0.00000
88788,2018,10,4,0.00000
88788,2018,10,5,0.00000
88788,2018,10,6,0.00000
88788,2018,10,7,0.06000
88788,2018,10,8,0.01000
88788,2018,10,9,0.18000
88788,2018,10,10,0.31000
88788,2018,10,11,0.00001
88788,2018,10,12,0.00000
88788,2018,10,13,0.00000
88788,2018,10,14,0.10000
88788,2018,10,15,0.00000
88788,2018,10,16,0.00001
88788,2018,10,17,0.00000
88788,2018,10,18,0.00000
88788,2018,10,19,0.00001
88788,2018,10,20,0.00000
88788,2018,10,21,0.00000
88788,2018,10,22,0.00000
88788,2018,10,23,0.00000
88788,2018,10,24,0.00000
88788,2018,10,25,0.05000
88788,2018,10,26,0.27000
88788,2018,10,27,0.00000
88788,2018,10,28,0.00000
88788,2018,10,29,0.00000
88788,2018,10,30,0.00000
88788,2018,10,31,0.00000
88788,2018,11,1,0.00000
88788,2018,11,2,0.23000
88788,2018,11,3,0.00000
88788,2018,11,4,0.02000
88788,2018,11,5,0.00000
88788,2018,11,6,0.00000
88788,2018,11,7,0.00000
88788,2018,11,8,0.00000
88788,2018,11,9,0.00000
88788,2018,11,10,0.00001
88788,2018,11,11,0.00001
88788,2018,11,12,0.01000
88788,2018,11,13,0.00000
88788,2018,11,14,0.17000
88788,2018,11,15,0.12000
88788,2018,11,16,0.00000
88788,2018,11,17,0.00000
88788,2018,11,18,0.00000
88788,2018,11,19,0.00000
88788,2018,11,20,0.00000
88788,2018,11,21,0.00000
88788,2018,11,22,0.00000
88788,2018,11,23,0.00000
88788,2018,11,24,0.00000
88788,2018,11,25,0.00001
88788,2018,11,26,0.08000
88788,2018,11,27,0.00000
88788,2018,11,28,0.00000
88788,2018,11,29,0.00000
88788,2018,11,30,0.00000
88788,2018,12,1,0.00000
88788,2018,12,2,0.00000
88788,2018,12,3,0.24000
88788,2018,12,4,0.20000
88788,2018,12,5,0.00000
88788,2018,12,6,0.00000
88788,2018,12,7,0.00000
88788,2018,12,8,0.00000
88788,2018,12,9,1.74000
88788,2018,12,10,0.02000
88788,2018,12,11,0.00000
88788,2018,12,12,0.00000
88788,2018,12,13,0.00000
88788,2018,12,14,1.86000
88788,2018,12,15,0.40000
88788,2018,12,16,0.00000
88788,2018,12,17,0.00000
88788,2018,12,18,0.00000
88788,2018,12,19,0.47000
88788,2018,12,20,3.52000
88788,2018,12,21,0.24000
88788,2018,12,22,0.00000
88788,2018,12,23,0.00000
88788,2018,12,24,0.00000
88788,2018,12,25,0.00000
88788,2018,12,26,0.00000
88788,2018,12,27,0.00000
88788,2018,12,28,0.00000
88788,2018,12,29,0.00000
88788,2018,12,30,0.00000
88788,2018,12,31,0.00000
88788,2019,1,1,0.00000
88788,2019,1,2,0.00000
88788,2019,1,3,0.00001
88788,2019,1,4,0.84000
88788,2019,1,5,0.00000
88788,2019,1,6,0.00000
88788,2019,1,7,0.00000
88788,2019,1,8,0.00000
88788,2019,1,9,0.00000
88788,2019,1,10,0.00000
88788,2019,1,11,0.00000
88788,2019,1,12,0.02000
88788,2019,1,13,0.03000
88788,2019,1,14,0.00000
88788,2019,1,15,0.00000
88788,2019,1,16,0.00000
88788,2019,1,17,0.00000
88788,2019,1,18,0.00000
88788,2019,1,19,0.09000
88788,2019,1,20,0.60000
88788,2019,1,21,0.00000
88788,2019,1,22,0.00000
88788,2019,1,23,0.00001
88788,2019,1,24,0.86000
88788,2019,1,25,0.00000
88788,2019,1,26,0.00000
88788,2019,1,27,1.77000
88788,2019,1,28,0.00001
88788,2019,1,29,0.00000
88788,2019,1,30,0.00000
88788,2019,1,31,0.00000
88788,2019,2,1,0.00000
88788,2019,2,2,0.02000
88788,2019,2,3,0.00000
88788,2019,2,4,0.00000
88788,2019,2,5,0.00000
88788,2019,2,6,0.00000
88788,2019,2,7,0.00000
88788,2019,2,8,0.00000
88788,2019,2,9,0.03000
88788,2019,2,10,0.09000
88788,2019,2,11,0.00000
88788,2019,2,12,0.03000
88788,2019,2,13,0.32000
88788,2019,2,14,0.00000
88788,2019,2,15,0.00000
88788,2019,2,16,0.00000
88788,2019,2,17,0.00000
88788,2019,2,18,0.00000
88788,2019,2,19,0.00000
88788,2019,2,20,0.00000
88788,2019,2,21,0.00000
88788,2019,2,22,0.03000
88788,2019,2,23,0.00000
88788,2019,2,24,0.03000
88788,2019,2,25,0.00000
88788,2019,2,26,2.32000
88788,2019,2,27,0.04000
88788,2019,2,28,0.00000
88788,2019,3,1,0.00000
88788,2019,3,2,0.00000
88788,2019,3,3,0.00000
88788,2019,3,4,1.47000
88788,2019,3,5,0.16000
88788,2019,3,6,0.00000
88788,2019,3,7,0.00000
88788,2019,3,8,0.00000
88788,2019,3,9,0.00000
88788,2019,3,10,0.00000
88788,2019,3,11,0.00000
88788,2019,3,12,0.00000
88788,2019,3,13,0.00000
88788,2019,3,14,0.00000
88788,2019,3,15,0.00000
88788,2019,3,16,0.00000
88788,2019,3,17,0.10000
88788,2019,3,18,0.06000
88788,2019,3,19,0.08000
88788,2019,3,20,0.00000
88788,2019,3,21,0.00000
88788,2019,3,22,0.00000
88788,2019,3,23,0.00000
88788,2019,3,24,0.00000
88788,2019,3,25,0.00000
88788,2019,3,26,0.00000
88788,2019,3,27,0.00001
88788,2019,3,28,0.00000
88788,2019,3,29,0.00000
88788,2019,3,30,0.00000
88788,2019,3,31,0.00000
88788,2019,4,1,0.02000
88788,2019,4,2,0.10000
88788,2019,4,3,0.00000
88788,2019,4,4,0.00000
88788,2019,4,5,0.37000
88788,2019,4,6,0.00000
88788,2019,4,7,0.00000
88788,2019,4,8,0.11000
88788,2019,4,9,0.34000
88788,2019,4,10,0.02000
88788,2019,4,11,0.00000
88788,2019,4,12,0.00000
88788,2019,4,13,0.00000
88788,2019,4,14,0.73000
88788,2019,4,15,0.00000
88788,2019,4,16,0.00000
88788,2019,4,17,0.00000
88788,2019,4,18,0.01000
88788,2019,4,19,0.72000
88788,2019,4,20,0.05000
88788,2019,4,21,0.00000
88788,2019,4,22,0.00000
88788,2019,4,23,0.00000
88788,2019,4,24,0.00000
88788,2019,4,25,0.00000
88788,2019,4,26,0.17000
88788,2019,4,27,0.00000
88788,2019,4,28,0.00000
88788,2019,4,29,0.00000
88788,2019,4,30,0.04000
88788,2019,5,1,0.06000
88788,2019,5,2,1.39000
88788,2019,5,3,0.00000
88788,2019,5,4,0.00000
88788,2019,5,5,1.11000
88788,2019,5,6,0.00000
88788,2019,5,7,0.00000
88788,2019,5,8,0.00000
88788,2019,5,9,0.54000
88788,2019,5,10,0.01000
88788,2019,5,11,0.00000
88788,2019,5,12,0.00000
88788,2019,5,13,1.55000
88788,2019,5,14,0.12000
88788,2019,5,15,0.00000
88788,2019,5,16,0.00000
88788,2019,5,17,0.00000
88788,2019,5,18,0.00000
88788,2019,5,19,0.00000
88788,2019,5,20,0.00000
88788,2019,5,21,0.00000
88788,2019,5,22,0.00000
88788,2019,5,23,0.00000
88788,2019,5,24,0.00000
88788,2019,5,25,0.00000
88788,2019,5,26,0.00000
88788,2019,5,27,0.00000
88788,2019,5,28,0.00000
88788,2019,5,29,0.00000
88788,2019,5,30,0.00000
88788,2019,5,31,0.00000
88788,2019,6,1,0.00000
88788,2019,6,2,0.00000
88788,2019,6,3,0.00000
88788,2019,6,4,0.00000
88788,2019,6,5,0.54000
88788,2019,6,6,0.42000
88788,2019,6,7,0.05000
88788,2019,6,8,1.04000
88788,2019,6,9,0.61000
88788,2019,6,10,2.13000
88788,2019,6,11,0.17000
88788,2019,6,12,0.06000
88788,2019,6,13,0.23000
88788,2019,6,14,0.04000
88788,2019,6,15,0.64000
88788,2019,6,16,0.44000
88788,2019,6,17,0.16000
88788,2019,6,18,0.35000
88788,2019,6,19,1.37000
88788,2019,6,20,0.00000
88788,2019,6,21,0.00000
88788,2019,6,22,0.00000
88788,2019,6,23,0.00000
88788,2019,6,24,0.00000
88788,2019,6,25,0.00000
88788,2019,6,26,1.04000
88788,2019,6,27,0.00001
88788,2019,6,28,0.14000
88788,2019,6,29,0.00000
88788,2019,6,30,0.00001
88788,2019,7,1,0.00000
88788,2019,7,2,0.00000
88788,2019,7,3,0.35000
88788,2019,7,4,0.31000
88788,2019,7,5,0.00001
88788,2019,7,6,0.28000
88788,2019,7,7,0.36000
88788,2019,7,8,0.18000
88788,2019,7,9,3.66000
88788,2019,7,10,0.00001
88788,2019,7,11,0.43000
88788,2019,7,12,0.39000
88788,2019,7,13,0.00000
88788,2019,7,14,0.00000
88788,2019,7,15,0.34000
88788,2019,7,16,0.56000
88788,2019,7,17,0.06000
88788,2019,7,18,0.04000
88788,2019,7,19,0.27000
88788,2019,7,20,0.16000
88788,2019,7,21,0.03000
88788,2019,7,22,0.03000
88788,2019,7,23,0.26000
88788,2019,7,24,0.25000
88788,2019,7,25,1.70000
88788,2019,7,26,0.67000
88788,2019,7,27,0.00000
88788,2019,7,28,0.00000
88788,2019,7,29,0.00001
88788,2019,7,30,0.00000
88788,2019,7,31,0.68000
88788,2019,8,1,0.66000
88788,2019,8,2,0.17000
88788,2019,8,3,0.00001
88788,2019,8,4,0.00000
88788,2019,8,5,0.00001
88788,2019,8,6,0.19000
88788,2019,8,7,0.53000
88788,2019,8,8,0.18000
88788,2019,8,9,0.00001
88788,2019,8,10,0.00001
88788,2019,8,11,0.00000
88788,2019,8,12,0.01000
88788,2019,8,13,0.29000
88788,2019,8,14,2.59000
88788,2019,8,15,1.05000
88788,2019,8,16,1.42000
88788,2019,8,17,1.44000
88788,2019,8,18,0.04000
88788,2019,8,19,0.93000
88788,2019,8,20,0.09000
88788,2019,8,21,0.35000
88788,2019,8,22,0.00001
88788,2019,8,23,0.00001
88788,2019,8,24,0.00000
88788,2019,8,25,0.19000
88788,2019,8,26,0.00001
88788,2019,8,27,0.00000
88788,2019,8,28,0.27000
88788,2019,8,29,0.00000
88788,2019,8,30,0.02000
88788,2019,8,31,0.00001
88788,2019,9,1,0.26000
88788,2019,9,2,0.17000
88788,2019,9,3,0.00001
88788,2019,9,4,0.00000
88788,2019,9,5,0.00000
88788,2019,9,6,0.00000
88788,2019,9,7,0.00000
88788,2019,9,8,0.00000
88788,2019,9,9,0.06000
88788,2019,9,10,0.00000
88788,2019,9,11,0.00000
88788,2019,9,12,0.00000
88788,2019,9,13,0.00000
88788,2019,9,14,0.05000
88788,2019,9,15,0.51000
88788,2019,9,16,0.00000
88788,2019,9,17,0.00001
88788,2019,9,18,0.40000
88788,2019,9,19,0.00000
88788,2019,9,20,0.00000
88788,2019,9,21,0.00000
88788,2019,9,22,0.00000
88788,2019,9,23,0.00000
88788,2019,9,24,0.00000
88788,2019,9,25,0.00000
88788,2019,9,26,0.00000
88788,2019,9,27,0.00000
88788,2019,9,28,0.00000
88788,2019,9,29,0.00000
88788,2019,9,30,0.01000
88788,2019,10,1,0.00000
88788,2019,10,2,0.00000
88788,2019,10,3,0.00000
88788,2019,10,4,0.00000
88788,2019,10,5,0.14000
88788,2019,10,6,0.34000
88788,2019,10,7,1.24000
88788,2019,10,8,0.94000
88788,2019,10,9,0.00000
88788,2019,10,10,0.06000
88788,2019,10,11,0.00000
88788,2019,10,12,0.00000
88788,2019,10,13,0.00000
88788,2019,10,14,0.00000
88788,2019,10,15,0.00000
88788,2019,10,16,0.42000
88788,2019,10,17,0.00000
88788,2019,10,18,1.14000
88788,2019,10,19,2.20000
88788,2019,10,20,0.00000
88788,2019,10,21,0.24000
88788,2019,10,22,0.00000
88788,2019,10,23,0.00000
88788,2019,10,24,0.00001
88788,2019,10,25,0.13000
88788,2019,10,26,0.02000
88788,2019,10,27,0.00000
88788,2019,10,28,0.05000
88788,2019,10,29,0.02000
88788,2019,10,30,0.00000
88788,2019,10,31,0.00000
88788,2019,11,1,0.00000
88788,2019,11,2,0.00000
88788,2019,11,3,0.00000
88788,2019,11,4,0.00001
88788,2019,11,5,0.00000
88788,2019,11,6,0.00000
88788,2019,11,7,0.00000
88788,2019,11,8,0.00001
88788,2019,11,9,0.12000
88788,2019,11,10,0.00000
88788,2019,11,11,0.00000
88788,2019,11,12,0.01000
88788,2019,11,13,0.00001
88788,2019,11,14,0.08000
88788,2019,11,15,0.02000
88788,2019,11,16,0.00001
88788,2019,11,17,0.00000
88788,2019,11,18,0.00000
88788,2019,11,19,0.00000
88788,2019,11,20,0.00000
88788,2019,11,21,0.00000
88788,2019,11,22,0.00000
88788,2019,11,23,0.00000
88788,2019,11,24,0.33000
88788,2019,11,25,0.00000
88788,2019,11,26,0.00000
88788,2019,11,27,0.00000
88788,2019,11,28,0.00000
88788,2019,11,29,0.00000
88788,2019,11,30,0.00000
88788,2019,12,1,0.00000
88788,2019,12,2,0.06000
88788,2019,12,3,0.00000
88788,2019,12,4,0.00000
88788,2019,12,5,0.00000
88788,2019,12,6,0.00000
88788,2019,12,7,0.00000
88788,2019,12,8,0.00000
88788,2019,12,9,0.00000
88788,2019,12,10,0.00000
88788,2019,12,11,0.00000
88788,2019,12,12,0.00001
88788,2019,12,13,0.00001
88788,2019,12,14,0.22000
88788,2019,12,15,0.00000
88788,2019,12,16,0.00000
88788,2019,12,17,0.68000
88788,2019,12,18,0.00001
88788,2019,12,19,0.00000
88788,2019,12,20,0.00000
88788,2019,12,21,0.17000
88788,2019,12,22,0.80000
88788,2019,12,23,2.17000
88788,2019,12,24,0.00001
88788,2019,12,25,0.00000
88788,2019,12,26,0.00000
88788,2019,12,27,0.00001
88788,2019,12,28,0.32000
88788,2019,12,29,0.07000
88788,2019,12,30,0.00000
88788,2019,12,31,0.00000
88788,2020,1,1,0.00000
88788,2020,1,2,0.00000
88788,2020,1,3,0.00000
88788,2020,1,4,1.04000
88788,2020,1,5,0.00000
88788,2020,1,6,0.00000
88788,2020,1,7,0.00000
88788,2020,1,8,0.00000
88788,2020,1,9,0.00000
88788,2020,1,10,0.00000
88788,2020,1,11,0.00000
88788,2020,1,12,0.00000
88788,2020,1,13,0.00000
88788,2020,1,14,0.00000
88788,2020,1,15,0.00000
88788,2020,1,16,0.00000
88788,2020,1,17,0.00000
88788,2020,1,18,0.00000
88788,2020,1,19,0.00001
88788,2020,1,20,0.00000
88788,2020,1,21,0.00000
88788,2020,1,22,0.00000
88788,2020,1,23,0.00000
88788,2020,1,24,0.00000
88788,2020,1,25,0.00000
88788,2020,1,26,0.00000
88788,2020,1,27,0.00001
88788,2020,1,28,0.00000
88788,2020,1,29,0.00001
88788,2020,1,30,0.00000
88788,2020,1,31,0.04000
88788,2020,2,1,0.42000
88788,2020,2,2,0.00000
88788,2020,2,3,0.00000
88788,2020,2,4,0.00000
88788,2020,2,5,0.00000
88788,2020,2,6,0.69000
88788,2020,2,7,0.10000
88788,2020,2,8,0.00000
88788,2020,2,9,0.00000
88788,2020,2,10,0.00000
88788,2020,2,11,0.00000
88788,2020,2,12,0.00001
88788,2020,2,13,0.00000
88788,2020,2,14,0.10000
88788,2020,2,15,0.00000
88788,2020,2,16,0.00000
88788,2020,2,17,0.00000
88788,2020,2,18,0.00000
88788,2020,2,19,0.02000
88788,2020,2,20,0.00000
88788,2020,2,21,0.01000
88788,2020,2,22,0.00000
88788,2020,2,23,0.00000
88788,2020,2,24,0.00000
88788,2020,2,25,0.11000
88788,2020,2,26,0.35000
88788,2020,2,27,0.02000
88788,2020,2,28,0.00000
88788,2020,2,29,0.01000
88788,2020,3,1,0.00000
88788,2020,3,2,0.00000
88788,2020,3,3,0.00000
88788,2020,3,4,0.00000
88788,2020,3,5,0.00000
88788,2020,3,6,0.00001
88788,2020,3,7,0.00000
88788,2020,3,8,0.00000
88788,2020,3,9,0.00000
88788,2020,3,10,0.00000
88788,2020,3,11,0.00000
88788,2020,3,12,0.00000
88788,2020,3,13,0.00000
88788,2020,3,14,0.00000
88788,2020,3,15,0.00000
88788,2020,3,16,0.00000
88788,2020,3,17,0.00000
88788,2020,3,18,0.00000
88788,2020,3,19,0.00000
88788,2020,3,20,0.00000
88788,2020,3,21,0.00000
88788,2020,3,22,0.00000
88788,2020,3,23,0.00000
88788,2020,3,24,0.00000
88788,2020,3,25,0.00000
88788,2020,3,26,0.00000
88788,2020,3,27,0.00000
88788,2020,3,28,0.00000
88788,2020,3,29,0.00000
88788,2020,3,30,0.00000
88788,2020,3,31,0.00001
88788,2020,4,1,0.00000
88788,2020,4,2,0.00000
88788,2020,4,3,0.00000
88788,2020,4,4,0.00000
88788,2020,4,5,0.06000
88788,2020,4,6,0.00000
88788,2020,4,7,0.00000
88788,2020,4,8,0.00000
88788,2020,4,9,0.00000
88788,2020,4,10,0.01000
88788,2020,4,11,0.00000
88788,2020,4,12,0.00000
88788,2020,4,13,0.00000
88788,2020,4,14,0.00000
88788,2020,4,15,0.20000
88788,2020,4,16,0.06000
88788,2020,4,17,0.00000
88788,2020,4,18,1.54000
88788,2020,4,19,0.00000
88788,2020,4,20,0.52000
88788,2020,4,21,0.00000
88788,2020,4,22,0.00000
88788,2020,4,23,0.00000
88788,2020,4,24,1.67000
88788,2020,4,25,0.00000
88788,2020,4,26,0.00001
88788,2020,4,27,0.00000
88788,2020,4,28,0.00000
88788,2020,4,29,0.00000
88788,2020,4,30,2.67000
88788,2020,5,1,0.00000
88788,2020,5,2,0.00000
88788,2020,5,3,0.00000
88788,2020,5,4,0.00000
88788,2020,5,5,0.00000
88788,2020,5,6,0.00000
88788,2020,5,7,0.00000
88788,2020,5,8,0.00000
88788,2020,5,9,0.00000
88788,2020,5,10,0.01000
88788,2020,5,11,0.00000
88788,2020,5,12,0.00000
88788,2020,5,13,0.00000
88788,2020,5,14,0.00000
88788,2020,5,15,0.00000
88788,2020,5,16,0.00000
88788,2020,5,17,0.00000
88788,2020,5,18,0.42000
88788,2020,5,19,0.00000
88788,2020,5,20,0.00000
88788,2020,5,21,0.00000
88788,2020,5,22,0.00001
88788,2020,5,23,0.00001
88788,2020,5,24,0.00001
88788,2020,5,25,0.02000
88788,2020,5,26,0.00001
88788,2020,5,27,0.02000
88788,2020,5,28,0.26000
88788,2020,5,29,0.00001
88788,2020,5,30,0.02000
88788,2020,5,31,0.00000
88788,2020,6,1,0.00000
88788,2020,6,2,0.00000
88788,2020,6,3,0.22000
88788,2020,6,4,0.84000
88788,2020,6,5,0.22000
88788,2020,6,6,2.66000
88788,2020,6,7,0.19000
88788,2020,6,8,0.01000
88788,2020,6,9,0.00000
88788,2020,6,10,0.00001
88788,2020,6,11,0.29000
88788,2020,6,12,0.02000
88788,2020,6,13,0.41000
88788,2020,6,14,1.46000
88788,2020,6,15,0.00000
88788,2020,6,16,0.00001
88788,2020,6,17,0.00000
88788,2020,6,18,0.00000
88788,2020,6,19,0.00000
88788,2020,6,20,0.00000
88788,2020,6,21,0.00000
88788,2020,6,22,0.00000
88788,2020,6,23,0.00000
88788,2020,6,24,0.00000
88788,2020,6,25,0.00000
88788,2020,6,26,0.00001
88788,2020,6,27,0.00000
88788,2020,6,28,0.00001
88788,2020,6,29,0.00000
88788,2020,6,30,0.00000
88788,2020,7,1,0.00000
88788,2020,7,2,0.00000
88788,2020,7,3,0.11000
88788,2020,7,4,0.00001
88788,2020,7,5,0.29000
88788,2020,7,6,0.15000
88788,2020,7,7,0.69000
88788,2020,7,8,0.00000
88788,2020,7,9,0.00000
88788,2020,7,10,0.13000
88788,2020,7,11,0.00001
88788,2020,7,12,0.00000
88788,2020,7,13,0.00000
88788,2020,7,14,0.00001
88788,2020,7,15,0.64000
88788,2020,7,16,0.04000
88788,2020,7,17,0.00001
88788,2020,7,18,0.52000
