COOPID, YEAR, MONTH, DAY, precipitation
85663,2018,3,25,0
85663,2018,3,26,0.00001
85663,2018,3,27,0.00001
85663,2018,3,28,0
85663,2018,3,29,0
85663,2018,3,30,0
85663,2018,3,31,0
85663,2018,4,1,0
85663,2018,4,2,0
85663,2018,4,3,0
85663,2018,4,4,0.94
85663,2018,4,5,0.08
85663,2018,4,6,0
85663,2018,4,7,0
85663,2018,4,8,0.04
85663,2018,4,9,0
85663,2018,4,10,0
85663,2018,4,11,0
85663,2018,4,12,0
85663,2018,4,13,0
85663,2018,4,14,0.00001
85663,2018,4,15,0.22
85663,2018,4,16,0
85663,2018,4,17,0
85663,2018,4,18,0
85663,2018,4,19,0
85663,2018,4,20,0
85663,2018,4,21,0
85663,2018,4,22,0.33
85663,2018,4,23,1.61
85663,2018,4,24,0
85663,2018,4,25,0.07
85663,2018,4,26,0
85663,2018,4,27,0.51
85663,2018,4,28,0.00001
85663,2018,4,29,0
85663,2018,4,30,0.00001
85663,2018,5,1,0.07
85663,2018,5,2,0.22
85663,2018,5,3,0.04
85663,2018,5,4,0.52
85663,2018,5,5,0.11
85663,2018,5,6,0.28
85663,2018,5,7,0.67
85663,2018,5,8,0
85663,2018,5,9,0
85663,2018,5,10,0
85663,2018,5,11,0
85663,2018,5,12,0.00001
85663,2018,5,13,1.23
85663,2018,5,14,0.59
85663,2018,5,15,0.79
85663,2018,5,16,0
85663,2018,5,17,0.81
85663,2018,5,18,0
85663,2018,5,19,0.61
85663,2018,5,20,2.5
85663,2018,5,21,0.00001
85663,2018,5,22,0.00001
85663,2018,5,23,0
85663,2018,5,24,0.00001
85663,2018,5,25,0.66
85663,2018,5,26,1.61
85663,2018,5,27,1.37
85663,2018,5,28,0.07
85663,2018,5,29,0.84
85663,2018,5,30,0
85663,2018,5,31,3.6
85663,2018,6,1,0
85663,2018,6,2,0
85663,2018,6,3,0.00001
85663,2018,6,4,0
85663,2018,6,5,0
85663,2018,6,6,0.00001
85663,2018,6,7,1.36
85663,2018,6,8,0.01
85663,2018,6,9,2.37
85663,2018,6,10,0.01
85663,2018,6,11,0.05
85663,2018,6,12,0.13
85663,2018,6,13,0
85663,2018,6,14,1.43
85663,2018,6,15,0.02
85663,2018,6,16,0.02
85663,2018,6,17,0.00001
85663,2018,6,18,0
85663,2018,6,19,0
85663,2018,6,20,0
85663,2018,6,21,0.04
85663,2018,6,22,0.43
85663,2018,6,23,0.18
85663,2018,6,24,0.76
85663,2018,6,25,0
85663,2018,6,26,0.03
85663,2018,6,27,0.27
85663,2018,6,28,0.14
85663,2018,6,29,0.00001
85663,2018,6,30,0.64
85663,2018,7,1,0.06
85663,2018,7,2,0
85663,2018,7,3,0.33
85663,2018,7,4,0.06
85663,2018,7,5,0.07
85663,2018,7,6,0.67
85663,2018,7,7,0.72
85663,2018,7,8,0
85663,2018,7,9,0
85663,2018,7,10,0.45
85663,2018,7,11,0.04
85663,2018,7,12,0.1
85663,2018,7,13,0.1
85663,2018,7,14,0
85663,2018,7,15,0
85663,2018,7,16,0
85663,2018,7,17,0.00001
85663,2018,7,18,0.41
85663,2018,7,19,0.07
85663,2018,7,20,0.34
85663,2018,7,21,0.00001
85663,2018,7,22,0.05
85663,2018,7,23,0.3
85663,2018,7,24,1.38
85663,2018,7,25,0.00001
85663,2018,7,26,0.03
85663,2018,7,27,0.00001
85663,2018,7,28,2.15
85663,2018,7,29,0.36
85663,2018,7,30,0.22
85663,2018,7,31,0.11
85663,2018,8,1,0.11
85663,2018,8,2,0.38
85663,2018,8,3,0.31
85663,2018,8,4,0.08
85663,2018,8,5,0.03
85663,2018,8,6,0.12
85663,2018,8,7,0.05
85663,2018,8,8,0
85663,2018,8,9,0.72
85663,2018,8,10,1.36
85663,2018,8,11,2.17
85663,2018,8,12,0.26
85663,2018,8,13,0.53
85663,2018,8,14,0.00001
85663,2018,8,15,0
85663,2018,8,16,0.00001
85663,2018,8,17,0.00001
85663,2018,8,18,0.72
85663,2018,8,19,0.00001
85663,2018,8,20,0.00001
85663,2018,8,21,0
85663,2018,8,22,0.57
85663,2018,8,23,0.00001
85663,2018,8,24,0.81
85663,2018,8,25,0.26
85663,2018,8,26,0.22
85663,2018,8,27,0.54
85663,2018,8,28,0.22
85663,2018,8,29,0.03
85663,2018,8,30,0.09
85663,2018,8,31,0.00001
85663,2018,9,1,0.56
85663,2018,9,2,0.25
85663,2018,9,3,2.53
85663,2018,9,4,0.06
85663,2018,9,5,0.01
85663,2018,9,6,0.05
85663,2018,9,7,0.28
85663,2018,9,8,0.13
85663,2018,9,9,1.01
85663,2018,9,10,0
85663,2018,9,11,0
85663,2018,9,12,0
85663,2018,9,13,0
85663,2018,9,14,0
85663,2018,9,15,2.02
85663,2018,9,16,0
85663,2018,9,17,0
85663,2018,9,18,0.06
85663,2018,9,19,0
85663,2018,9,20,0.00001
85663,2018,9,21,0.55
85663,2018,9,22,0.04
85663,2018,9,23,0
85663,2018,9,24,0.05
85663,2018,9,25,0.00001
85663,2018,9,26,0.00001
85663,2018,9,27,0.00001
85663,2018,9,28,0.02
85663,2018,9,29,0.17
85663,2018,9,30,0.1
85663,2018,10,1,0.00001
85663,2018,10,2,0.33
85663,2018,10,3,0.12
85663,2018,10,4,0.76
85663,2018,10,5,0.01
85663,2018,10,6,0.00001
85663,2018,10,7,0.01
85663,2018,10,8,0.00001
85663,2018,10,9,0.00001
85663,2018,10,10,0
85663,2018,10,11,0.00001
85663,2018,10,12,0.00001
85663,2018,10,13,0
85663,2018,10,14,0.2
85663,2018,10,15,0.04
85663,2018,10,16,0.00001
85663,2018,10,17,0.19
85663,2018,10,18,0.00001
85663,2018,10,19,0.08
85663,2018,10,20,0
85663,2018,10,21,0
85663,2018,10,22,0.02
85663,2018,10,23,0.00001
85663,2018,10,24,0
85663,2018,10,25,0
85663,2018,10,26,0
85663,2018,10,27,0
85663,2018,10,28,0
85663,2018,10,29,0
85663,2018,10,30,0
85663,2018,10,31,0
85663,2018,11,1,0
85663,2018,11,2,0.05
85663,2018,11,3,1.37
85663,2018,11,4,0.36
85663,2018,11,5,0
85663,2018,11,6,0.00001
85663,2018,11,7,0.00001
85663,2018,11,8,0
85663,2018,11,9,0
85663,2018,11,10,0
85663,2018,11,11,0.62
85663,2018,11,12,0.23
85663,2018,11,13,0.04
85663,2018,11,14,0.00001
85663,2018,11,15,0.09
85663,2018,11,16,0.00001
85663,2018,11,17,0
85663,2018,11,18,0
85663,2018,11,19,0
85663,2018,11,20,0
85663,2018,11,21,0.00001
85663,2018,11,22,0
85663,2018,11,23,0.01
85663,2018,11,24,0.00001
85663,2018,11,25,0.00001
85663,2018,11,26,0
85663,2018,11,27,0
85663,2018,11,28,0
85663,2018,11,29,0
85663,2018,11,30,0.00001
85663,2018,12,1,0
85663,2018,12,2,0
85663,2018,12,3,0
85663,2018,12,4,0.00001
85663,2018,12,5,0
85663,2018,12,6,0
85663,2018,12,7,0
85663,2018,12,8,0.00001
85663,2018,12,9,0.01
85663,2018,12,10,0.00001
85663,2018,12,11,0
85663,2018,12,12,0
85663,2018,12,13,0.00001
85663,2018,12,14,0
85663,2018,12,15,0.59
85663,2018,12,16,0.00001
85663,2018,12,17,0
85663,2018,12,18,0
85663,2018,12,19,0
85663,2018,12,20,0.96
85663,2018,12,21,0
85663,2018,12,22,0
85663,2018,12,23,0
85663,2018,12,24,0
85663,2018,12,25,0
85663,2018,12,26,0.01
85663,2018,12,27,0.00001
85663,2018,12,28,0.01
85663,2018,12,29,0
85663,2018,12,30,0
85663,2018,12,31,0
85663,2019,1,1,0
85663,2019,1,2,0
85663,2019,1,3,0
85663,2019,1,4,0
85663,2019,1,5,0.01
85663,2019,1,6,0
85663,2019,1,7,0
85663,2019,1,8,0
85663,2019,1,9,0
85663,2019,1,10,0
85663,2019,1,11,0.00001
85663,2019,1,12,0.06
85663,2019,1,13,0
85663,2019,1,14,0
85663,2019,1,15,0
85663,2019,1,16,0
85663,2019,1,17,0
85663,2019,1,18,0
85663,2019,1,19,0
85663,2019,1,20,0.18
85663,2019,1,21,0
85663,2019,1,22,0
85663,2019,1,23,0
85663,2019,1,24,0.16
85663,2019,1,25,0
85663,2019,1,26,0.79
85663,2019,1,27,0.73
85663,2019,1,28,0.06
85663,2019,1,29,0
85663,2019,1,30,0
85663,2019,1,31,0.01
85663,2019,2,1,0.00001
85663,2019,2,2,0.00001
85663,2019,2,3,0.00001
85663,2019,2,4,0
85663,2019,2,5,0
85663,2019,2,6,0
85663,2019,2,7,0
85663,2019,2,8,0
85663,2019,2,9,0.17
85663,2019,2,10,0.00001
85663,2019,2,11,0.06
85663,2019,2,12,0
85663,2019,2,13,0.76
85663,2019,2,14,0
85663,2019,2,15,0
85663,2019,2,16,0
85663,2019,2,17,0.00001
85663,2019,2,18,0
85663,2019,2,19,0.35
85663,2019,2,20,0.01
85663,2019,2,21,0.00001
85663,2019,2,22,0
85663,2019,2,23,0
85663,2019,2,24,0
85663,2019,2,25,0.00001
85663,2019,2,26,0.00001
85663,2019,2,27,0.18
85663,2019,2,28,0
85663,2019,3,1,0
85663,2019,3,2,0
85663,2019,3,3,0.01
85663,2019,3,4,0
85663,2019,3,5,0.00001
85663,2019,3,6,0
85663,2019,3,7,0
85663,2019,3,8,0
85663,2019,3,9,0.00001
85663,2019,3,10,0.00001
85663,2019,3,11,0
85663,2019,3,12,0
85663,2019,3,13,0
85663,2019,3,14,0
85663,2019,3,15,0.00001
85663,2019,3,16,0.09
85663,2019,3,17,0.12
85663,2019,3,18,0.01
85663,2019,3,19,1.02
85663,2019,3,20,0.01
85663,2019,3,21,0
85663,2019,3,22,0
85663,2019,3,23,0
85663,2019,3,24,0
85663,2019,3,25,0.42
85663,2019,3,26,0.00001
85663,2019,3,27,0
85663,2019,3,28,0.13
85663,2019,3,29,0.1
85663,2019,3,30,0
85663,2019,3,31,0
85663,2019,4,1,0
85663,2019,4,2,0
85663,2019,4,3,0
85663,2019,4,4,1.59
85663,2019,4,5,0
85663,2019,4,6,0
85663,2019,4,7,0
85663,2019,4,8,0
85663,2019,4,9,0.43
85663,2019,4,10,0.00001
85663,2019,4,11,0
85663,2019,4,12,0
85663,2019,4,13,0
85663,2019,4,14,0
85663,2019,4,15,0.00001
85663,2019,4,16,0
85663,2019,4,17,0
85663,2019,4,18,0.02
85663,2019,4,19,1
85663,2019,4,20,0
85663,2019,4,21,0
85663,2019,4,22,0
85663,2019,4,23,0
85663,2019,4,24,0
85663,2019,4,25,0
85663,2019,4,26,0
85663,2019,4,27,0
85663,2019,4,28,0
85663,2019,4,29,0
85663,2019,4,30,0.12
85663,2019,5,1,0.13
85663,2019,5,2,0.14
85663,2019,5,3,0.14
85663,2019,5,4,0
85663,2019,5,5,1.31
85663,2019,5,6,0.87
85663,2019,5,7,1.01
85663,2019,5,8,0
85663,2019,5,9,0.17
85663,2019,5,10,0.02
85663,2019,5,11,0.00001
85663,2019,5,12,0.59
85663,2019,5,13,0.2
85663,2019,5,14,0.00001
85663,2019,5,15,0.00001
85663,2019,5,16,0.01
85663,2019,5,17,0
85663,2019,5,18,0
85663,2019,5,19,0
85663,2019,5,20,0.01
85663,2019,5,21,0
85663,2019,5,22,0.01
85663,2019,5,23,0.00001
85663,2019,5,24,0
85663,2019,5,25,0
85663,2019,5,26,0
85663,2019,5,27,0
85663,2019,5,28,0
85663,2019,5,29,0
85663,2019,5,30,0
85663,2019,5,31,0
85663,2019,6,1,0
85663,2019,6,2,0
85663,2019,6,3,0
85663,2019,6,4,0.07
85663,2019,6,5,0
85663,2019,6,6,0.8
85663,2019,6,7,1.55
85663,2019,6,8,2.33
85663,2019,6,9,0.57
85663,2019,6,10,0.34
85663,2019,6,11,0.01
85663,2019,6,12,0.03
85663,2019,6,13,0.01
85663,2019,6,14,0.69
85663,2019,6,15,0.15
85663,2019,6,16,2.43
85663,2019,6,17,0.61
85663,2019,6,18,0.72
85663,2019,6,19,0
85663,2019,6,20,0
85663,2019,6,21,0
85663,2019,6,22,0
85663,2019,6,23,0
85663,2019,6,24,0.01
85663,2019,6,25,0
85663,2019,6,26,0
85663,2019,6,27,0
85663,2019,6,28,1.33
85663,2019,6,29,0.78
85663,2019,6,30,0
85663,2019,7,1,0.72
85663,2019,7,2,0
85663,2019,7,3,1.47
85663,2019,7,4,0
85663,2019,7,5,0.00001
85663,2019,7,6,0.69
85663,2019,7,7,0.08
85663,2019,7,8,1.89
85663,2019,7,9,0
85663,2019,7,10,0
85663,2019,7,11,0.28
85663,2019,7,12,0.41
85663,2019,7,13,0
85663,2019,7,14,0.00001
85663,2019,7,15,0.01
85663,2019,7,16,0
85663,2019,7,17,0.00001
85663,2019,7,18,0
85663,2019,7,19,0.27
85663,2019,7,20,0.09
85663,2019,7,21,0
85663,2019,7,22,0
85663,2019,7,23,0.28
85663,2019,7,24,0.00001
85663,2019,7,25,1.59
85663,2019,7,26,1.7
85663,2019,7,27,0.00001
85663,2019,7,28,0
85663,2019,7,29,1.03
85663,2019,7,30,0
85663,2019,7,31,0.03
85663,2019,8,1,0.15
85663,2019,8,2,0.47
85663,2019,8,3,2.53
85663,2019,8,4,0.24
85663,2019,8,5,0.03
85663,2019,8,6,0.88
85663,2019,8,7,1.11
85663,2019,8,8,3.1
85663,2019,8,9,0.99
85663,2019,8,10,0
85663,2019,8,11,0.29
85663,2019,8,12,0.03
85663,2019,8,13,2.39
85663,2019,8,14,0.28
85663,2019,8,15,0.34
85663,2019,8,16,0.14
85663,2019,8,17,0.00001
85663,2019,8,18,0
85663,2019,8,19,0.51
85663,2019,8,20,0.03
85663,2019,8,21,0.01
85663,2019,8,22,0.56
85663,2019,8,23,0.07
85663,2019,8,24,0.17
85663,2019,8,25,0.25
85663,2019,8,26,0.00001
85663,2019,8,27,0.00001
85663,2019,8,28,0.00001
85663,2019,8,29,0.06
85663,2019,8,30,0.73
85663,2019,8,31,0.38
85663,2019,9,1,0.46
85663,2019,9,2,0.68
85663,2019,9,3,0.00001
85663,2019,9,4,0.00001
85663,2019,9,5,0
85663,2019,9,6,0
85663,2019,9,7,0
85663,2019,9,8,0
85663,2019,9,9,0.01
85663,2019,9,10,0.00001
85663,2019,9,11,0
85663,2019,9,12,0.6
85663,2019,9,13,0.3
85663,2019,9,14,0.27
85663,2019,9,15,0.00001
85663,2019,9,16,0.07
85663,2019,9,17,0
85663,2019,9,18,0.00001
85663,2019,9,19,0.11
85663,2019,9,20,0.12
85663,2019,9,21,0.62
85663,2019,9,22,0
85663,2019,9,23,0
85663,2019,9,24,0
85663,2019,9,25,0
85663,2019,9,26,0
85663,2019,9,27,0
85663,2019,9,28,0
85663,2019,9,29,0
85663,2019,9,30,0.01
85663,2019,10,1,0.02
85663,2019,10,2,0.45
85663,2019,10,3,0.03
85663,2019,10,4,0
85663,2019,10,5,0.00001
85663,2019,10,6,0.12
85663,2019,10,7,0.69
85663,2019,10,8,0.45
85663,2019,10,9,0.08
85663,2019,10,10,0.07
85663,2019,10,11,0.95
85663,2019,10,12,0.24
85663,2019,10,13,0.02
85663,2019,10,14,0
85663,2019,10,15,0
85663,2019,10,16,0
85663,2019,10,17,0.05
85663,2019,10,18,0.00001
85663,2019,10,19,0.14
85663,2019,10,20,0.32
85663,2019,10,21,0
85663,2019,10,22,0.00001
85663,2019,10,23,0
85663,2019,10,24,0.07
85663,2019,10,25,0.03
85663,2019,10,26,0.19
85663,2019,10,27,0.00001
85663,2019,10,28,0
85663,2019,10,29,0.01
85663,2019,10,30,0.00001
85663,2019,10,31,0
85663,2019,11,1,0.01
85663,2019,11,2,0
85663,2019,11,3,0.23
85663,2019,11,4,0.07
85663,2019,11,5,0.00001
85663,2019,11,6,0.03
85663,2019,11,7,0
85663,2019,11,8,0
85663,2019,11,9,0.02
85663,2019,11,10,0
85663,2019,11,11,0.01
85663,2019,11,12,0.00001
85663,2019,11,13,0.46
85663,2019,11,14,0.51
85663,2019,11,15,0.12
85663,2019,11,16,0
85663,2019,11,17,0
85663,2019,11,18,0
85663,2019,11,19,0.00001
85663,2019,11,20,0
85663,2019,11,21,0
85663,2019,11,22,0
85663,2019,11,23,0.00001
85663,2019,11,24,0.16
85663,2019,11,25,0
85663,2019,11,26,0
85663,2019,11,27,0
85663,2019,11,28,0
85663,2019,11,29,0
85663,2019,11,30,0
85663,2019,12,1,0
85663,2019,12,2,0.13
85663,2019,12,3,0
85663,2019,12,4,0
85663,2019,12,5,0
85663,2019,12,6,0
85663,2019,12,7,0
85663,2019,12,8,0
85663,2019,12,9,0.01
85663,2019,12,10,0
85663,2019,12,11,0.47
85663,2019,12,12,0.46
85663,2019,12,13,0.01
85663,2019,12,14,0.00001
85663,2019,12,15,0
85663,2019,12,16,0.01
85663,2019,12,17,0
85663,2019,12,18,0.07
85663,2019,12,19,0.25
85663,2019,12,20,0.02
85663,2019,12,21,0.42
85663,2019,12,22,0.54
85663,2019,12,23,2.6
85663,2019,12,24,0
85663,2019,12,25,0.01
85663,2019,12,26,0.09
85663,2019,12,27,0.11
85663,2019,12,28,0.42
85663,2019,12,29,0.8
85663,2019,12,30,0.01
85663,2019,12,31,0
85663,2020,1,1,0
85663,2020,1,2,0
85663,2020,1,3,0
85663,2020,1,4,0.06
85663,2020,1,5,0
85663,2020,1,6,0
85663,2020,1,7,0
85663,2020,1,8,0
85663,2020,1,9,0.00001
85663,2020,1,10,0.00001
85663,2020,1,11,0.02
85663,2020,1,12,0.00001
85663,2020,1,13,0.00001
85663,2020,1,14,0.02
85663,2020,1,15,0
85663,2020,1,16,0
85663,2020,1,17,0.12
85663,2020,1,18,0
85663,2020,1,19,0
85663,2020,1,20,0.00001
85663,2020,1,21,0
85663,2020,1,22,0
85663,2020,1,23,0.31
85663,2020,1,24,0.00001
85663,2020,1,25,0
85663,2020,1,26,0
85663,2020,1,27,0.00001
85663,2020,1,28,0
85663,2020,1,29,0.00001
85663,2020,1,30,1.08
85663,2020,1,31,0.42
85663,2020,2,1,1.23
85663,2020,2,2,0
85663,2020,2,3,0
85663,2020,2,4,0
85663,2020,2,5,0
85663,2020,2,6,0
85663,2020,2,7,0.38
85663,2020,2,8,0
85663,2020,2,9,0.00001
85663,2020,2,10,0.00001
85663,2020,2,11,0.00001
85663,2020,2,12,0
85663,2020,2,13,0
85663,2020,2,14,0.02
85663,2020,2,15,0.56
85663,2020,2,16,0.32
85663,2020,2,17,0.00001
85663,2020,2,18,0.00001
85663,2020,2,19,0.00001
85663,2020,2,20,0.01
85663,2020,2,21,0
85663,2020,2,22,0.04
85663,2020,2,23,0.00001
85663,2020,2,24,0
85663,2020,2,25,0.00001
85663,2020,2,26,0.34
85663,2020,2,27,0
85663,2020,2,28,0
85663,2020,2,29,0
85663,2020,3,1,0
85663,2020,3,2,0
85663,2020,3,3,0
85663,2020,3,4,0
85663,2020,3,5,0
85663,2020,3,6,0.09
85663,2020,3,7,0
85663,2020,3,8,0
85663,2020,3,9,0.00001
85663,2020,3,10,0.00001
85663,2020,3,11,0.00001
85663,2020,3,12,0
85663,2020,3,13,0
85663,2020,3,14,0
85663,2020,3,15,0
85663,2020,3,16,0
85663,2020,3,17,0
85663,2020,3,18,0
85663,2020,3,19,0.00001
85663,2020,3,20,0.00001
85663,2020,3,21,0.00001
85663,2020,3,22,0
85663,2020,3,23,0.01
85663,2020,3,24,0.00001
85663,2020,3,25,0
85663,2020,3,26,0
85663,2020,3,27,0
85663,2020,3,28,0
85663,2020,3,29,0
85663,2020,3,30,0
85663,2020,3,31,0
85663,2020,4,1,0.12
85663,2020,4,2,0
85663,2020,4,3,0
85663,2020,4,4,0
85663,2020,4,5,0.00001
85663,2020,4,6,0.00001
85663,2020,4,7,0
85663,2020,4,8,0
85663,2020,4,9,0
85663,2020,4,10,0
85663,2020,4,11,1.38
85663,2020,4,12,0
85663,2020,4,13,0
85663,2020,4,14,0
85663,2020,4,15,0.00001
85663,2020,4,16,0
85663,2020,4,17,0.00001
85663,2020,4,18,0.00001
85663,2020,4,19,0
85663,2020,4,20,0
85663,2020,4,21,0
85663,2020,4,22,0
85663,2020,4,23,0
85663,2020,4,24,0.00001
85663,2020,4,25,0.02
85663,2020,4,26,1.37
85663,2020,4,27,0
85663,2020,4,28,0
85663,2020,4,29,0
85663,2020,4,30,0.97
85663,2020,5,1,0
85663,2020,5,2,0
85663,2020,5,3,0
85663,2020,5,4,0
85663,2020,5,5,0
85663,2020,5,6,0
85663,2020,5,7,0
85663,2020,5,8,0
85663,2020,5,9,0
85663,2020,5,10,0.26
85663,2020,5,11,0.00001
85663,2020,5,12,0
85663,2020,5,13,0
85663,2020,5,14,0.07
85663,2020,5,15,1.7
85663,2020,5,16,0.00001
85663,2020,5,17,0.21
85663,2020,5,18,1.48
85663,2020,5,19,0.2
85663,2020,5,20,0.00001
85663,2020,5,21,0.00001
85663,2020,5,22,0.13
85663,2020,5,23,0.16
85663,2020,5,24,3.83
85663,2020,5,25,3.44
85663,2020,5,26,7.4
85663,2020,5,27,0.01
85663,2020,5,28,0.00001
85663,2020,5,29,0.00001
85663,2020,5,30,0
85663,2020,5,31,0
85663,2020,6,1,0
85663,2020,6,2,0.29
85663,2020,6,3,1.35
85663,2020,6,4,1.77
85663,2020,6,5,0.00001
85663,2020,6,6,0.00001
85663,2020,6,7,0.00001
85663,2020,6,8,0.15
85663,2020,6,9,0
85663,2020,6,10,0
85663,2020,6,11,0.21
85663,2020,6,12,0.01
85663,2020,6,13,0.01
85663,2020,6,14,0.17
85663,2020,6,15,0.84
85663,2020,6,16,0
85663,2020,6,17,0.57
85663,2020,6,18,0.73
85663,2020,6,19,1
85663,2020,6,20,0
85663,2020,6,21,0.01
85663,2020,6,22,0
85663,2020,6,23,0
85663,2020,6,24,0
85663,2020,6,25,0
85663,2020,6,26,0
85663,2020,6,27,0
85663,2020,6,28,0
85663,2020,6,29,0
85663,2020,6,30,0
85663,2020,7,1,1.15
85663,2020,7,2,0.00001
85663,2020,7,3,0.22
85663,2020,7,4,0
85663,2020,7,5,0.05
85663,2020,7,6,0.41
85663,2020,7,7,0.00001
85663,2020,7,8,0.44
85663,2020,7,9,0
85663,2020,7,10,0.35
85663,2020,7,11,0.94
85663,2020,7,12,0.00001
85663,2020,7,13,0.03
85663,2020,7,14,0.13
85663,2020,7,15,0.00001
85663,2020,7,16,0.05
85663,2020,7,17,1.27
85663,2020,7,18,1.37
85663,2020,7,19,0.06
85663,2020,7,20,0.01
85663,2020,7,21,0.44
85663,2020,7,22,1.77
85663,2020,7,23,0.37
85663,2020,7,24,0.08
85663,2020,7,25,0.86
85663,2020,7,26,0.26
85663,2020,7,27,0
85663,2020,7,28,0
85663,2020,7,29,0
85663,2020,7,30,0
85663,2020,7,31,0.00001
85663,2020,8,1,0.89
85663,2020,8,2,1.42
85663,2020,8,3,0.33
85663,2020,8,4,0.07
85663,2020,8,5,0.27
85663,2020,8,6,0.27
85663,2020,8,7,0
85663,2020,8,8,0.02
85663,2020,8,9,0
85663,2020,8,10,0
85663,2020,8,11,0.01
85663,2020,8,12,0.58
85663,2020,8,13,0.15
85663,2020,8,14,0.00001
85663,2020,8,15,0.46
85663,2020,8,16,0.01
85663,2020,8,17,0.00001
85663,2020,8,18,0
85663,2020,8,19,0.37
85663,2020,8,20,0.54
85663,2020,8,21,0
85663,2020,8,22,0.37
85663,2020,8,23,0.19
85663,2020,8,24,0.18
85663,2020,8,25,0.11
85663,2020,8,26,0.05
85663,2020,8,27,0
85663,2020,8,28,0
85663,2020,8,29,0.6
85663,2020,8,30,0.07
85663,2020,8,31,0.48
85663,2020,9,1,0
85663,2020,9,2,0.00001
85663,2020,9,3,0
85663,2020,9,4,0.00001
85663,2020,9,5,0.00001
85663,2020,9,6,0.28
85663,2020,9,7,0.5
85663,2020,9,8,0.1
85663,2020,9,9,0.79
85663,2020,9,10,0.23
85663,2020,9,11,0.02
85663,2020,9,12,1.75
85663,2020,9,13,1.58
85663,2020,9,14,0.00001
85663,2020,9,15,0
85663,2020,9,16,0.01
85663,2020,9,17,0.01
85663,2020,9,18,0
85663,2020,9,19,0.00001
85663,2020,9,20,0.00001
85663,2020,9,21,1.16
85663,2020,9,22,0.00001
85663,2020,9,23,0
85663,2020,9,24,2.07
85663,2020,9,25,0.22
85663,2020,9,26,1.89
85663,2020,9,27,0.07
85663,2020,9,28,0.24
85663,2020,9,29,0
85663,2020,9,30,0
85663,2020,10,1,0.32
85663,2020,10,2,2.21
85663,2020,10,3,0.33
85663,2020,10,4,0.00001
85663,2020,10,5,0.04
85663,2020,10,6,0.08
85663,2020,10,7,0.00001
85663,2020,10,8,0.00001
85663,2020,10,9,0.07
85663,2020,10,10,0.04
85663,2020,10,11,0.00001
85663,2020,10,12,0.01
85663,2020,10,13,0
85663,2020,10,14,0.26
85663,2020,10,15,0.04
85663,2020,10,16,1.32
85663,2020,10,17,0.01
85663,2020,10,18,0
85663,2020,10,19,0.43
85663,2020,10,20,1.31
85663,2020,10,21,2.49
85663,2020,10,22,0.27
85663,2020,10,23,0.00001
85663,2020,10,24,0.92
85663,2020,10,25,0.71
85663,2020,10,26,0.00001
85663,2020,10,27,0
85663,2020,10,28,0.00001
85663,2020,10,29,0.01
85663,2020,10,30,0.6
85663,2020,10,31,0.39
85663,2020,11,1,0.06
85663,2020,11,2,0
85663,2020,11,3,0
85663,2020,11,4,0.00001
85663,2020,11,5,0.68
85663,2020,11,6,0.11
85663,2020,11,7,0.57
85663,2020,11,8,2.83
85663,2020,11,9,2.57
85663,2020,11,10,0.04
85663,2020,11,11,0.22
85663,2020,11,12,1.32
85663,2020,11,13,0.00001
